Deadly seal virus could be spreading faster from melting Arctic ice	Stores in central Texas are running out of medical masks after possible case of coronavirus reported	0
Seal virus spreading from Arctic ice, contained to north pole region	Seal virus spreading from Arctic ice, contained to north pole region	0
Deadly seal virus could be spreading faster from melting Arctic ice	Sick staff fueled outbreak in Seattle-area nursing homes	0
Deadly seal virus could be spreading faster from melting Arctic ice	a deadly seal virus may be spreading faster from melting arctic ice	0
Illinois confirms 5th case of coronavirus in man who traveled to Italy	Illinois confirms 5th case of coronavirus in man who traveled to Italy	0
Illinois confirms cases of coronavirus in man who traveled to Italy.	the illinois health department confirmed a man who traveled to italy had coronavirus	0
Illinois confirms 5th case of coronavirus in man who traveled to Italy	Illinois confirms 5th case of coronavirus in man who traveled to Italy	0
Illinois confirms 5th case of coronavirus in man who traveled to Italy	For 10 years, a chemical was in their drinking water.	0
Woman could hear her own heartbeat from inside her ear	the woman could feel her own heartbeat in her ear	0
Woman could hear her own heartbeat from inside her ear	Woman could hear her own heartbeat from inside her ear	0
Woman could hear her own heartbeat from inside her ear	Woman could hear her own heartbeat from inside her ear	0
Multi-gene testing at point of diagnosis can save all women with breast cancer	multiple gene testing can save a woman with breast cancer	0
Multi-gene testing at point of diagnosis can save all women with breast cancer	South African tobacco firms, associations seek court action over cigarette sales ban	0
Greece confirms first coronavirus case, a woman back from Milan	Greece confirms first coronavirus case, a woman back from Milan	0
Greece confirms first coronavirus case, a woman back from Milan	Greece confirms first coronavirus case, a woman back from Milan	0
Greece confirms first coronavirus case, a woman back from Milan	Greece confirms first coronavirus case, a woman back from Milan	0
U.S. CDC says Americans should avoid travel to South Korea over coronavirus	according to the us cdc it is better to avoid travel to south korea to avoid coronavirus infections	0
U.S. CDC says Americans should avoid travel to South Korea over coronavirus	the cdc advised americans to avoid traveling to south korea over the coronavirus	0
U.S. CDC says Americans should avoid travel to South Korea over coronavirus	the cdc says american people should avoid traveling to south korea over coronavirus symptoms	0
Thailand says it expects coronavirus vaccine next year after tests in mice	thailand said it expects to get the coronavirus vaccine next year after tests in mice showed	0
Thailand says it expects coronavirus vaccine next year after tests in mice	thailand says it expects to use coronavirus vaccine next year after tests in mice showed it might work	0
Thailand says it expects coronavirus vaccine next year after tests in mice	thailand expects to get a coronavirus vaccine in the next two years after it tested on mice	0
Soy baby formula linked to severe menstrual cramps later in life	soy babies contain a connection to severe menstrual cramps later in life	0
Soy baby formula linked to severe menstrual cramps later in life	Florida Keys reports 11th case of mosquito-borne dengue fever	0
Soy baby formula linked to severe menstrual cramps later in life	Soy baby formula linked to severe menstrual cramps later in life	0
Doctors eye deep brain stimulation to treat opioid addiction	doctors eye deep brain stimulation to treat opioid addiction	0
Doctors eye deep brain stimulation to treat opioid addiction	Vaccine for deadly RSV could be on the way	0
Doctors eye deep brain stimulation to treat opioid addiction	Air Canada flight services to and from Italy affected by coronavirus	0
French mortality rate in May below previous years despite epidemic	french mortality rate fell in may below the previous years despite the epidemic	0
French mortality rate in May below previous years despite epidemic	the french mortality rate in may was lower than in previous years despite an epidemic	0
French mortality rate in May below previous years despite epidemic	Northern Ireland prepares for momentous abortion, same-sex marriage changes	0
Rotterdam concert hall to admit coronavirus patients instead of Eurovision fans	Rotterdam concert hall to admit coronavirus patients instead of Eurovision fans	0
Rotterdam concert hall to admit coronavirus patients instead of Eurovision fans	Rotterdam concert hall to admit coronavirus patients instead of Eurovision fans	0
Rotterdam concert hall to admit coronavirus patients instead of Eurovision fans	rotterdam concert hall will admit coronavirus patients instead of eurovision fans	0
Chinese officials try to contain virus outbreak as first case confirmed in the U.S.	Bulgaria reports bird flu outbreak on two farms in south	0
Chinese officials try to contain virus outbreak as first case confirmed in the U.S.	Chinese officials try to contain virus outbreak as first case confirmed in the U.S.	0
Chinese officials try to contain virus outbreak as first case confirmed in the U.S.	British man infected by coronavirus on Japanese cruise ship has died	0
Analyzing structure of the nipple to understand and fight breast cancer	Analyzing structure of the nipple to understand and fight breast cancer	0
Analyzing structure of the nipple to understand and fight breast cancer	Analyzing structure of the nipple to understand and fight breast cancer	0
Analyzing structure of the nipple to understand and fight breast cancer	Analyzing structure of the nipple to understand and fight breast cancer	0
IOM suspends some Ebola screening after three aid workers killed in South Sudan	iom suspends some ebola screening after three aid workers were killed in the sdr	0
IOM suspends some Ebola screening after three aid workers killed in South Sudan	the iom suspends the screening of ebola after three aid workers in south sudan are killed	0
IOM suspends some Ebola screening after three aid workers killed in South Sudan	iom suspends a screening for ebola after three aid workers were killed in south sudan	0
WHO accuses Tanzania of withholding information about suspected Ebola cases	Carefully engineered spike protein can help develop COVID-19 vaccine	0
WHO accuses Tanzania of withholding information about suspected Ebola cases	who accuses tanzania of withholding information about suspected ebola cases	0
WHO accuses Tanzania of withholding information about suspected Ebola cases	who accuses tanzania of denying information about suspected ebola cases to the united nations and to other countries	0
GM, Philips to supply 73,000 U.S. ventilators in $1.1 billion effort	GM, Philips to supply 73,000 U.S. ventilators in $1.1 billion effort	0
Our pupil can follow rhythms that arise in the environment	our child can follow rhythms that emerge in the environment	0
Our pupil can follow rhythms that arise in the environment	our student can follow rhythms that emerge from the environment	0
Our pupil can follow rhythms that arise in the environment	our pupil can follow rhythms that emerge in the environment	0
China eases restrictions on exports of some coronavirus equipment	china eases restrictions on export of coronavirus equipment	0
China eases restrictions on exports of some coronavirus equipment	china eases its sanctions against some coronavirus equipment	0
China eases restrictions on exports of some coronavirus equipment	china eases restrictions on export of some coronavirus equipment	0
Genetic markers can improve screening for osteoporotic fracture risk	genetic markers can increase the screening of osteoporotic fractures	0
Genetic markers can improve screening for osteoporotic fracture risk	U.S. FDA warns against malaria drugs Trump championed for COVID-19	0
Genetic markers can improve screening for osteoporotic fracture risk	genetic markers can increase the screening of osteoporotic fractures	0
Black and Hispanic children are impacted more severely by coronavirus	Russian Railways expects coronavirus outbreak to impact freight traffic to Europe	0
Black and Hispanic children are impacted more severely by coronavirus	black children and hispanic children are impacted more severely by coronaviruses	0
Black and Hispanic children are impacted more severely by coronavirus	black and hispanic children are impacted more severely by coronavirus	0
Tissue engineering can play an important role during COVID-19 pandemic	People are giving themselves fecal transplants — and blenders are involved	0
Tissue engineering can play an important role during COVID-19 pandemic	New York state ban on flavored e-cigarettes given final approval	0
Tissue engineering can play an important role during COVID-19 pandemic	tissue engineering may play an important role during the covid-19 pandemic	0
Shanghai Fashion Week to go ahead online as virus disrupts events	shanghai fashion week will go ahead online as a virus ruins the event	0
Shanghai Fashion Week to go ahead online as virus disrupts events	shanghai fashion week is going ahead online as a virus disrupts events	0
Shanghai Fashion Week to go ahead online as virus disrupts events	shanghai fashion week will go ahead online as a virus disrupts events	0
Copper-based nanomaterials can kill cancer cells in mice	copper-based nanomaterials can kill cancer cells in mice	0
Copper-based nanomaterials can kill cancer cells in mice	Mouth lesions could be a new coronavirus symptom	0
Copper-based nanomaterials can kill cancer cells in mice	copper nanomaterials kill cancer cells in mice	0
12 NYPD members have died from suspected cases of coronavirus and nearly 20% of its uniformed workforce is out sick	12 nypd members have died from suspected cases of coronavirus and nearly 20 of its uniformed workforce are out sick	0
12 NYPD members have died from suspected cases of coronavirus and nearly 20% of its uniformed workforce is out sick	12 members of the nypd have died from suspected cases of coronavirus and nearly 20 of its uniformed staff are out sick	0
12 NYPD members have died from suspected cases of coronavirus and nearly 20% of its uniformed workforce is out sick	12 nypd members have died from suspected cases of coronavirus and nearly 20 of its uniformed workforce are out sick	0
First-ever genomic analysis of puberty yields insights into critical areas of human health	the first-ever genomic analysis of puberty yields insights into critical areas of human health	0
First-ever genomic analysis of puberty yields insights into critical areas of human health	the first-ever genomic analysis of puberty yields insights into critical areas of human health	0
First-ever genomic analysis of puberty yields insights into critical areas of human health	First-ever genomic analysis of puberty yields insights into critical areas of human health	0
The flu has already killed 10,000 across the US as the world frets over coronavirus	the flu has already killed 10000 people in the us as the world frets about the coronavirus infection	0
The flu has already killed 10,000 across the US as the world frets over coronavirus	the flu has already killed 10000 in the us as the world frets over the coronavirus virus	0
The flu has already killed 10,000 across the US as the world frets over coronavirus	the flu has killed 10000 people as the world frets about the coronavirus outbreak	0
Walgreens, Rite Aid set minimum age to sell tobacco products at 21 years	walgreens rite aid set the minimum age to sell tobacco products at 21 years old	0
Walgreens, Rite Aid set minimum age to sell tobacco products at 21 years	walgreens rite aid set a minimum age to sell tobacco products at 21 years of age	0
Walgreens, Rite Aid set minimum age to sell tobacco products at 21 years	rite aid set a minimum age to sell tobacco products at 21	0
Most states protect doctors who refuse to do abortions because of religion	most states protect doctors who refuse to perform abortion because of religious reasons	0
Most states protect doctors who refuse to do abortions because of religion	most states protect doctors who refuse to do abortion because of religion	0
Most states protect doctors who refuse to do abortions because of religion	most states protect physicians who refuse to do abortions because of religion	0
China wants domestically made baby formula to supply 60% of market	Novartis halts malaria drug trial against COVID-19 amid participant shortfall	0
China wants domestically made baby formula to supply 60% of market	China wants domestically made baby formula to supply 60% of market	0
China wants domestically made baby formula to supply 60% of market	china wants to supply 60 percent of the market for baby formula domestically	0
Russia says citizen aboard Diamond Princess cruise ship has coronavirus	russia says that a passenger aboard the princess cruise ship had coronavirus	0
Russia says citizen aboard Diamond Princess cruise ship has coronavirus	russia says a passenger aboard the diamond princess cruise ship has coronavirus	0
Russia says citizen aboard Diamond Princess cruise ship has coronavirus	russia says a passenger on the diamond princess cruise ship has coronavirus	0
Kaiser closing many Southern California clinics to slow coronavirus spread	kaiser closed many southern california hospitals to slow coronavirus	0
Kaiser closing many Southern California clinics to slow coronavirus spread	kaiser closed many of southern california's clinics to slow the coronavirus' spread	0
Kaiser closing many Southern California clinics to slow coronavirus spread	kaiser closed many southern california clinics to slow the coronavirus spreading	0
Black and Asian people in England more likely to die from COVID-19	Black and Asian people in England more likely to die from COVID-19	0
Black and Asian people in England more likely to die from COVID-19	Black and Asian people in England more likely to die from COVID-19	0
Black and Asian people in England more likely to die from COVID-19	Black and Asian people in England more likely to die from COVID-19	0
Apps that claim to test moles are missing skin cancers	apps that claim to test moles do not contain skin cancer	0
Apps that claim to test moles are missing skin cancers	apps that claim to test moles lack skin cancers	0
Apps that claim to test moles are missing skin cancers	apps that claim to test moles are missing skin cancers	0
Continuous survival of neurons is intrinsically programmed during development	the survival of neurons is intrinsically programmed during development	0
Continuous survival of neurons is intrinsically programmed during development	during development the continuous survival of neurons is intrinsically programmed	0
Continuous survival of neurons is intrinsically programmed during development	Timely screening and isolation help mitigate coronavirus at U.S. Air Force bases	0
Vaping companies facing European opposition to higher nicotine level	vaping companies face european opposition to higher nicotine levels	0
Vaping companies facing European opposition to higher nicotine level	the vaping industry is facing european opposition to the higher nicotine level	0
Vaping companies facing European opposition to higher nicotine level	vaping companies face european opposition to higher nicotine levels	0
Britain urges doctors to step up vigilance after third citizen infected with coronavirus	Conjoined twins return home after lifesaving surgery in Australia	0
Britain urges doctors to step up vigilance after third citizen infected with coronavirus	First-ever genomic analysis of puberty yields insights into critical areas of human health	0
Britain urges doctors to step up vigilance after third citizen infected with coronavirus	britain urges doctors to step up the vigilance after a third citizen infected with coronavirus had been discovered in	0
New CDC data shows danger of coronavirus for those with diabetes, heart or lung disease, other chronic conditions	cdc-funded research suggests that coronavirus is at risk in people with diabetes heart or lung disease other chronic diseases	0
New CDC data shows danger of coronavirus for those with diabetes, heart or lung disease, other chronic conditions	Because of religious beards, Israel will produce fitted masks	0
New CDC data shows danger of coronavirus for those with diabetes, heart or lung disease, other chronic conditions	Chinese tourist in France becomes first to die in Europe of coronavirus	0
Kids start brushing too late, use too much toothpaste	Kids start brushing too late, use too much toothpaste	0
Kids start brushing too late, use too much toothpaste	CDC, state health officials investigating link between vaping and severe lung disease	0
Russia limits rail service with China from Jan. 31 over coronavirus	Russia limits rail service with China from Jan. 31 over coronavirus	0
Russia limits rail service with China from Jan. 31 over coronavirus	Russia limits rail service with China from Jan. 31 over coronavirus	0
Russia limits rail service with China from Jan. 31 over coronavirus	Russia limits rail service with China from Jan. 31 over coronavirus	0
Tiny sponges may soak up coronavirus; old steroid dexamethasone saves lives in COVID-19 study	Tiny sponges may soak up coronavirus; old steroid dexamethasone saves lives in COVID-19 study	0
Tiny sponges may soak up coronavirus; old steroid dexamethasone saves lives in COVID-19 study	Rhythmic movement may be coordinated without neuronal interactions between body parts.	0
Tiny sponges may soak up coronavirus; old steroid dexamethasone saves lives in COVID-19 study	Tiny sponges may soak up coronavirus; old steroid dexamethasone saves lives in COVID-19 study	0
Britain asks it citizens to help pick fruit and vegetables	britain asks its citizens to help pick fruit and vegetables	0
Britain asks it citizens to help pick fruit and vegetables	britain asks citizens to help pick fruit and vegetables	0
Britain asks it citizens to help pick fruit and vegetables	britain asks citizens to help pick fruits and vegetables	0
Bayer, Orion drug shown to delay spread of prostate cancer	bayer orion has been shown to delay the spread of prostate cancer	0
Bayer, Orion drug shown to delay spread of prostate cancer	Boy, 5, dies of Ebola as outbreak crosses Congo border	0
Bayer, Orion drug shown to delay spread of prostate cancer	Chinese vaccine could be ready by year-end	0
Half of U.S. adults to be obese by 2030 with one in four severely obese	half of adults are expected to be obese by 2030 with one in four highly obese	0
Carefully engineered spike protein can help develop COVID-19 vaccine	The U.S. flies 338 Americans home from cruise ship, including 14 with coronavirus	0
Carefully engineered spike protein can help develop COVID-19 vaccine	carefully engineered spike protein can help develop the covid-19 vaccine	0
Carefully engineered spike protein can help develop COVID-19 vaccine	carefully engineered spike proteins can help develop covid-19 vaccine	0
Congo Ebola center set on fire after armed attack	after armed attack the congo centre for ebola was set on fire	0
Congo Ebola center set on fire after armed attack	a congo center to fight ebola was set on fire	0
Congo Ebola center set on fire after armed attack	the congo center for ebola was set on fire after an armed attack	0
CDC, state health officials investigating link between vaping and severe lung disease	cdc health officials are investigating the link between vaping and severe lung diseases	0
CDC, state health officials investigating link between vaping and severe lung disease	cdc health officials are investigating links between vaping and lung disease	0
CDC, state health officials investigating link between vaping and severe lung disease	cdc officials are investigating the link between vaping and serious lung disease	0
California Governor says hospitals in state can schedule surgeries again	california governor says hospitals in the state can schedule surgeries again	0
California Governor says hospitals in state can schedule surgeries again	Most states protect doctors who refuse to do abortions because of religion	0
California Governor says hospitals in state can schedule surgeries again	california's governor says hospitals can schedule surgeries	0
The climate crisis could make it more dangerous to play sports outdoors	the climate crisis could make it more dangerous to play outdoors sports	0
The climate crisis could make it more dangerous to play sports outdoors	the climate crisis could make it more dangerous to play sports outdoors	0
The climate crisis could make it more dangerous to play sports outdoors	Georgia bans passenger traffic on domestic railway over coronavirus	0
Coronavirus disrupts China meat imports, food supply during pork shortage	Japan animal ventilator maker looks to boost output for human coronavirus patients	0
Coronavirus disrupts China meat imports, food supply during pork shortage	Conjoined twins return home after lifesaving surgery in Australia	0
Coronavirus disrupts China meat imports, food supply during pork shortage	Coronavirus disrupts China meat imports, food supply during pork shortage	0
People are giving themselves fecal transplants — and blenders are involved	People are giving themselves fecal transplants — and blenders are involved	0
People are giving themselves fecal transplants — and blenders are involved	Congo declares measles epidemic after it kills more than Ebola	0
People are giving themselves fecal transplants — and blenders are involved	apparently people are giving themselves fecal transplants and blenders are involved	0
Trump curbs travel from Europe as coronavirus disrupts schools, sports	Trump curbs travel from Europe as coronavirus disrupts schools, sports	0
Trump curbs travel from Europe as coronavirus disrupts schools, sports	trump slaps out travel restrictions from europe as the coronavirus disrupts schools sports	0
Trump curbs travel from Europe as coronavirus disrupts schools, sports	First-ever genomic analysis of puberty yields insights into critical areas of human health	0
Less violent behavior seen in teens where spanking is illegal	Less violent behavior seen in teens where spanking is illegal	0
Less violent behavior seen in teens where spanking is illegal	Less violent behavior seen in teens where spanking is illegal	0
Less violent behavior seen in teens where spanking is illegal	there's less violent behavior seen in teens where spanking is illegal	0
Face masks offer little protection against coronavirus, flu	face masks offer little protection against the coronavirus flu	0
Face masks offer little protection against coronavirus, flu	face masks offer little protection against the coronavirus flu	0
Face masks offer little protection against coronavirus, flu	Women and older adults at increased risk of dangerous drug interactions	0
As coronavirus chaos spreads globally, Trump declares U.S. emergency	As coronavirus chaos spreads globally, Trump declares U.S. emergency	0
PTSD in coronavirus survivors, doctors becomes new focus for hospitals across the US	ptsd in coronavirus survivors is a new focus for hospitals across the us	0
PTSD in coronavirus survivors, doctors becomes new focus for hospitals across the US	the medical staff of hospitals in the united states is now treating ptsd among coronavirus survivors	0
PTSD in coronavirus survivors, doctors becomes new focus for hospitals across the US	ptsd by coronavirus survivors is becoming a focus for us hospitals	0
Mongolia halts all flights from South Korea, blocks entry until March 2	Women and the elderly have a slightly increased risk of dangerous drug interactions	0
Mongolia halts all flights from South Korea, blocks entry until March 2	mongolia has pulled out all flights from south korea and is blocking entry until march 2	0
Mongolia halts all flights from South Korea, blocks entry until March 2	all flights from south korea will stop in mongolia until march 2	0
The UK just went one week without coal power for the first time in 137 years	the uk went without coal power for the first time in 137 years just one week ago	0
The UK just went one week without coal power for the first time in 137 years	Not even a social media star may make kids eat their veggies	0
The UK just went one week without coal power for the first time in 137 years	the uk went a week without coal power for the first time in 137 years	0
Growing up in a high altitude area may lower chronic disease risk	Doctor explains why he did not use swabs on 2 patients who later died	0
Growing up in a high altitude area may lower chronic disease risk	growing up in high altitude may reduce chronic disease risk	0
Growing up in a high altitude area may lower chronic disease risk	growing up in a high altitude area may reduce chronic disease risk	0
There has been a 90% increase in Covid-19 cases in US children in the last four weeks	the incidence of covid-19 in us children has increased by 90 in the last four weeks	0
There has been a 90% increase in Covid-19 cases in US children in the last four weeks	Greece confirms first coronavirus case, a woman back from Milan	0
There has been a 90% increase in Covid-19 cases in US children in the last four weeks	There has been a 90% increase in Covid-19 cases in US children in the last four weeks	0
Texas baby weighs nearly 15 pounds at birth, breaking hospital record	Texas baby weighs nearly 15 pounds at birth, breaking hospital record	0
Texas baby weighs nearly 15 pounds at birth, breaking hospital record	Texas baby weighs nearly 15 pounds at birth, breaking hospital record	0
Texas baby weighs nearly 15 pounds at birth, breaking hospital record	Even with a pandemic, many older Americans are carrying on as usual	0
Drinking with certain drugs tied to fall risk for seniors	drinking with certain drugs is related to falling risk for seniors	0
Drinking with certain drugs tied to fall risk for seniors	U.S. FDA approves Bristol-Myers MS drug, launch delayed due to coronavirus	0
Drinking with certain drugs tied to fall risk for seniors	drinking with certain drugs is linked to falling risk for seniors	0
Massachusetts resident contracts rare tick-borne illness that can cause brain infection, death	a massachusetts man contracts rare tick-borne illness that can cause brain infection death	0
Massachusetts resident contracts rare tick-borne illness that can cause brain infection, death	Most states protect doctors who refuse to do abortions because of religion	0
Massachusetts resident contracts rare tick-borne illness that can cause brain infection, death	Deadly seal virus could be spreading faster from melting Arctic ice	0
Tyson Foods recalls more than 190,000 pounds of chicken fritters shipped nationwide	tyson foods recalls more than 19000 pounds of chicken fritters shipped nationwide	0
Tyson Foods recalls more than 190,000 pounds of chicken fritters shipped nationwide	tyson foods inc recalls more than 19000 pounds of chicken fritters shipped nationwide	0
Tyson Foods recalls more than 190,000 pounds of chicken fritters shipped nationwide	tyson foods recalls more than 190000 pounds of chicken fritters shipped nationwide	0
Chinese vaccine could be ready by year-end	Weight-based teasing places kids at risk for excess weight and fat gain	0
Johnson & Johnson wins U.S. FDA approval for bladder cancer drug	johnson wins us fda approval for a bladder cancer drug	0
Johnson & Johnson wins U.S. FDA approval for bladder cancer drug	johnson clinches us approval for a bladder cancer drug	0
Johnson & Johnson wins U.S. FDA approval for bladder cancer drug	johnson wins fda approval for a bladder cancer drug	0
Hookah smokers inhale toxic chemicals that may harm the heart	hookah smokers inhale toxic chemicals that may harm the heart	0
Hookah smokers inhale toxic chemicals that may harm the heart	hookah smokers inhale toxic chemicals which may harm the heart	0
Hookah smokers inhale toxic chemicals that may harm the heart	hookah smokers inhale toxic chemicals that could harm the heart	0
New technique offers high-resolution 3D view inside tumors	a new technology offers high-resolution 3d view inside tumors	0
New technique offers high-resolution 3D view inside tumors	Protective of religious beards, Israel to produce fitted face masks	0
New technique offers high-resolution 3D view inside tumors	New technique offers high-resolution 3D view inside tumors	0
Exposure to airborne metal pollutants linked with greater risk of mortality	COVID-19 vaccine should be at least 80% effective to prevent ongoing pandemic	0
Exposure to airborne metal pollutants linked with greater risk of mortality	Japan increases testing due to rise in coronavirus infections	0
Exposure to airborne metal pollutants linked with greater risk of mortality	exposure to airborne metal pollutants linked with a higher risk of death	0
Host-cell enzymes vital for inhibiting mutant forms of coronavirus	the host-cell enzymes vital for inhibiting mutant forms of coronavirus	0
Host-cell enzymes vital for inhibiting mutant forms of coronavirus	host cells are key for inhibiting mutant coronavirus types	0
Host-cell enzymes vital for inhibiting mutant forms of coronavirus	host cells are critical for inhibiting mutant forms of coronaviruses	0
One in 10 Covid-19 patients with diabetes die within a week	one in 10 patients with covid-19 diabetes dies in a week	0
One in 10 Covid-19 patients with diabetes die within a week	one in ten covid-19 diabetic patients dies within a week	0
One in 10 Covid-19 patients with diabetes die within a week	one in 10 patients with covid-19 diabetes die within a week	0
New York state ban on flavored e-cigarettes given final approval	New York state ban on flavored e-cigarettes given final approval	0
New York state ban on flavored e-cigarettes given final approval	New York state ban on flavored e-cigarettes given final approval	0
New York state ban on flavored e-cigarettes given final approval	New York state ban on flavored e-cigarettes given final approval	0
Patients with food allergies may need mental health support	patients with food allergies may need mental health support	0
Patients with food allergies may need mental health support	patients with food allergies may need to seek mental health support	0
Patients with food allergies may need mental health support	patients with food allergies may need mental health support	0
Sports events around the world hit by coronavirus pandemic	Toxic byproducts of Agent Orange continue to pollute Vietnam environment	0
Sports events around the world hit by coronavirus pandemic	around the world sports events were hit by the coronavirus pandemic	0
Sports events around the world hit by coronavirus pandemic	Sports events around the world hit by coronavirus pandemic	0
Indonesia to keep prescribing two malaria drugs for COVID-19 despite bans in Europe	indonesia says it will continue to prescribe malaria-fighting drugs for covid-19 despite bans in europe	0
Indonesia to keep prescribing two malaria drugs for COVID-19 despite bans in Europe	indonesia will keep prescribing two malaria drugs for covid-19 despite the ban in europe	0
Indonesia to keep prescribing two malaria drugs for COVID-19 despite bans in Europe	indonesia is not stopping prescribing malaria drugs for covid-19 despite european bans	0
New quantitative biomarker helps assess quality of corneal cells	Congo Ebola center set on fire after armed attack	0
New quantitative biomarker helps assess quality of corneal cells	new quantitative biomarker helps assess the quality of corneal cells	0
New quantitative biomarker helps assess quality of corneal cells	a new quantitative biomarker helps assess the quality of corneal cells	0
New swine flu in China could morph to cause human pandemic	new swine flu outbreaks in china could develop into human pandemics	0
New swine flu in China could morph to cause human pandemic	new swine flu outbreak in china could cause a human pandemic	0
New swine flu in China could morph to cause human pandemic	FDA does not recommend use of Trump-advocated malaria drug for COVID-19	0
Boy, 5, dies of Ebola as outbreak crosses Congo border	a boy from the age of 5 dies from ebola as the outbreak passes the congo border	0
Boy, 5, dies of Ebola as outbreak crosses Congo border	Boy, 5, dies of Ebola as outbreak crosses Congo border	0
Boy, 5, dies of Ebola as outbreak crosses Congo border	boy 5 dies of ebola as the outbreak crosses the congo border	0
As officials grapple with coronavirus pandemic, some Californians are living under shelter-in-place orders.	as officials grapple with a coronavirus pandemic some californians live under shelter orders	0
As officials grapple with coronavirus pandemic, more than 8 million Californians are living under shelter-in-place orders	as officials grapple with coronavirus pandemic more than 8 million californians live under shelter-in-place orders	0
As officials grapple with coronavirus pandemic, more than 8 million Californians are living under shelter-in-place orders	Air Canada suspends flights to and from Italy due to coronavirus	0
As officials grapple with coronavirus pandemic, more than 8 million Californians are living under shelter-in-place orders	Half of U.S. adults to be obese by 2030 with one in four severely obese	0
New guidelines on opioid tapering tell doctors to go slow	Women and older adults at increased risk of dangerous drug interactions	0
New guidelines on opioid tapering tell doctors not to rush	Host-cell enzymes vital for inhibiting mutant forms of coronavirus	0
New guidelines on opioid tapering tell doctors to go slow	new guidelines recommend doctors to go slow on opioid tapering	0
New guidelines on opioid tapering tell doctors to go slow	Chinese officials try to contain virus outbreak as first case confirmed in the U.S.	0
Unique biomarker in urine may offer non-invasive means of detecting prostate cancer	unique biomarkers in urine may provide noninvasive means of detecting prostate cancer	0
Unique biomarker in urine might offer non-invasive means of detecting prostate cancer.	a new biomarker in urine could provide a non-invasive way to detect prostate cancer	0
Unique biomarker in urine may offer non-invasive means of detecting prostate cancer	Swiss government allows regional economic shutdowns to curb coronavirus spread	0
Unique biomarker in urine may offer non-invasive means of detecting prostate cancer	unique biomarkers in urine may offer non-invasive means of detecting prostate cancer	0
COVID-19 in UK care homes coming under control	COVID-19 in UK care homes coming under control	0
COVID-19 in UK nursing homes may be getting under control	COVID-19 in UK nursing homes may be getting under control	0
COVID-19 in UK care homes coming under control	COVID-19 in UK care homes coming under control	0
COVID-19 in UK care homes coming under control	COVID-19 in UK care homes coming under control	0
10 popular masks on Amazon	10 popular masks on Amazon	0
10 popular face masks everyone is buying on Amazon	10 popular face masks everyone buys on amazon	0
10 popular face masks everyone is buying on Amazon	10 popular face masks everyone is buying on amazon	0
10 popular face masks everyone is buying on Amazon	10 top face masks everyone buys on amazon	0
Hospitals doing elective surgery despite COVID-19 risk, short supplies	People are giving themselves fecal transplants — and blenders are involved	0
Hospitals doing elective surgery under COVID-19 risk, short supplies	hospitals doing elective surgery under covid-19 risk short supplies	0
Hospitals doing elective surgery despite COVID-19 risk, short supplies	Hospitals doing elective surgery despite COVID-19 risk, short supplies	0
Hospitals doing elective surgery despite COVID-19 risk, short supplies	Hospitals doing elective surgery despite COVID-19 risk, short supplies	0
Philippines declares national emergency after  some people contract Dengue fever.	the philippines declared national emergency after some people caught dengue fever	0
Philippines declares national emergency after more than 100,000 people contract Dengue fever	the philippines declared a national emergency after more than 100000 people contracted dengue fever	0
Philippines declares national emergency after more than 100,000 people contract Dengue fever	Indonesia to keep prescribing two malaria drugs for COVID-19 despite bans in Europe	0
Philippines declares national emergency after more than 100,000 people contract Dengue fever	Race for coronavirus treatment sees 2 generic drugs tested	0
U.S. Supreme Court takes no action in Indiana abortion cases	the supreme court of the us takes no action in indiana abortion cases	0
U.S. Supreme Court unable to take action on Indiana abortion cases	us supreme court is unable to take action on indiana abortion cases	0
U.S. Supreme Court takes no action in Indiana abortion cases	the us supreme court has no action in indiana abortion cases	0
U.S. Supreme Court takes no action in Indiana abortion cases	the us supreme court takes no action in indiana abortion cases	0
9 out of 10 patients will not be harmed by medical errors.	9 out of 10 patients will not be affected by medical errors	0
Medical mistakes harm more than 1 in 10 patients. Many are preventable.	medical mistakes affect more than one in 10 patients and many can be prevented	0
Medical mistakes harm more than 1 in 10 patients. Many are preventable.	medical mistakes affect more than 1 in 10 patients many of the medical mistakes are preventable	0
Medical mistakes harm more than 1 in 10 patients. Many are preventable.	medical mistakes can damage 1 in 10 patients and are preventable	0
Novel method for selecting good drug therapy for cancer	new method for selecting good drug therapies for cancer	0
Novel method for selecting the best drug therapy for cancer	a new method for choosing the best drug for cancer	0
Novel method for selecting the best drug therapy for cancer	developing a new method of selecting the best cancer therapy	0
Novel method for selecting the best drug therapy for cancer	a new method to determine the best drug therapy for cancer	0
Congo declares measles epidemic since it cause more than Ebola.	Congo declares measles epidemic since it cause more than Ebola.	0
Congo declares measles epidemic after it kills more than Ebola	a measles outbreak in the congo kills more people than ebola in africa	0
Congo declares measles epidemic after it kills more than Ebola	is congo declaring measles an epidemic?	0
Congo declares measles epidemic after it kills more than Ebola	Congo declares measles epidemic after it kills more than Ebola	0
HDAC6 inhibitors increase efficacy of immunotherapy in triple-negative breast cancer	hdac6 inhibitors increase the effectiveness of immunotherapy in triple negative breast cancer	0
HDAC6 inhibitors may improve the efficacy of immunotherapy in triple-negative breast cancer	hdac6 inhibitors may enhance the effectiveness of immunotherapy in triple-negative breast cancer	0
HDAC6 inhibitors increase efficacy of immunotherapy in triple-negative breast cancer	News of coronavirus case causes shortage of medical masks in central Texas	0
