Your heartburn drugs may be giving you allergies	Monkey-infecting virus shows promise as potential component of future HIV vaccine	0
Your heartburn drugs may be giving you allergies	Growing up in a high altitude area may lower chronic disease risk	0
Your heartburn drugs may be giving you allergies	Cancer patients more vulnerable to the effects of COVID-19 as they are immunocompromised	0
Doctor explains why he did not use swabs on 2 patients who later died	Flour sold at Aldi recalled after 17 people in 8 states get sick	0
Doctor justifies not using swabs on 2 patients who died	doctor justifies not using swabs on two patients who died	0
Doctor explains why he did not use swabs on 2 patients who later died	Fasting-mimicking diet plus vitamin C could be effective at treating some cancer types	0
Doctor explains why swabs unnecessary for patients who would die anyway	U.S. coal miners discouraged by black lung meeting with McConnell	0
Doctor explains why he did not use swabs on 2 patients who later died	Flu deaths, illnesses continue on an incline in 2017-2018, new CDC numbers show	0
Doctor explains why he did not use swabs on 2 patients who later died	Conjoined twins return home after lifesaving surgery in Australia	0
Deadly seal virus could be spreading faster from melting Arctic ice	PTSD in coronavirus survivors, doctors becomes new focus for hospitals across the US	0
Deadly seal virus could spread faster over the effects of melting Arctic ice	British man infected by coronavirus on Japanese cruise ship has died	0
Deadly seal virus could be spreading faster from melting Arctic ice	A group of fishermen in Hawaii caught 220-pounds of tuna and donated it to health care workers	0
Seal virus spreading from Arctic ice, contained to north pole region	Britain asks it citizens to help pick fruit and vegetables	0
Deadly seal virus could be spreading faster from melting Arctic ice	Paving the way towards new cancer radiation therapy using X-rays and nanoparticles	0
Deadly seal virus could be spreading faster from melting Arctic ice	CDC, state health officials investigating link between vaping and severe lung disease	0
Illinois confirms 5th case of coronavirus in man who traveled to Italy	Newly developed cell models can open up new avenues for ocular drug discovery	0
Illinois confirms cases of coronavirus in man who traveled to Italy.	Tiny sponges may soak up coronavirus; old steroid dexamethasone saves lives in COVID-19 study	0
Illinois confirms 5th case of coronavirus in man who traveled to Italy	Swiss may let some citizens use marijuana for studying purposes only	0
Illinois confirms 5th case of coronavirus in man who traveled to Italy	Kaiser closing many Southern California clinics to slow coronavirus spread	0
Woman could hear her own heartbeat from inside her ear	Woman could hear her own heartbeat from inside her ear	0
Woman could hear her own heartbeat from inside her ear	As officials grapple with coronavirus pandemic, some Californians are living under shelter-in-place orders.	0
Woman could hear her own heartbeat from inside her ear	Rabid raccoon attacks 3 people in Washington, D.C. neighborhood	0
Multi-gene testing at point of diagnosis can save all women with breast cancer	Illinois confirms cases of coronavirus in man who traveled to Italy.	0
Multi-gene testing at point of diagnosis can save all women with breast cancer	Britain just had a week without coal power for 137 years	0
Greece confirms first coronavirus case, a woman back from Milan	Bulgaria reports bird flu outbreak on two farms in south	0
Greece confirms first coronavirus case, a woman back from Milan	FDA does not recommend use of Trump-advocated malaria drug for COVID-19	0
Greece confirms first coronavirus case, a woman back from Milan	Greece confirms first coronavirus case, a woman back from Milan	0
U.S. CDC says Americans should avoid travel to South Korea over coronavirus	Stores in central Texas are running out of medical masks after possible case of coronavirus reported	0
U.S. CDC says Americans should avoid travel to South Korea over coronavirus	Thailand refuses entry to cruise ship with no coronavirus cases	0
U.S. CDC says Americans should avoid travel to South Korea over coronavirus	U.S. CDC says Americans should avoid travel to South Korea over coronavirus	0
Thailand says it expects coronavirus vaccine next year after tests in mice	Los Angeles suspends all farmers' markets in consideration of coronavirus	0
Thailand says it expects coronavirus vaccine next year after tests in mice	Medicaid expansion may be linked to reduction in heart disease deaths	0
Thailand says it expects coronavirus vaccine next year after tests in mice	Consuming flavonoid-rich items might protect against cancer and heart disease	0
Soy baby formula linked to severe menstrual cramps later in life	soy formulas may cause severe menstrual cramps later in life	0
Soy baby formula linked to severe menstrual cramps later in life	China wants domestically made baby formula to supply 60% of market	0
Soy baby formula linked to severe menstrual cramps later in life	Soy baby formula linked to severe menstrual cramps later in life	0
Doctors eye deep brain stimulation to treat opioid addiction	Monkey-infecting virus shows promise as potential component of future HIV vaccine	0
Doctors eye deep brain stimulation to treat opioid addiction	Kaiser closing many Southern California clinics to slow coronavirus spread	0
Doctors eye deep brain stimulation to treat opioid addiction	Host-cell enzymes vital for inhibiting mutant forms of coronavirus	0
French mortality rate in May below previous years despite epidemic	U.S. Supreme Court unable to take action on Indiana abortion cases	0
French mortality rate in May below previous years despite epidemic	Most popular first-line treatment for hypertension may be less effective than alternative drugs	0
French mortality rate in May below previous years despite epidemic	Bulgaria reports some bird flu cases on two farms	0
Rotterdam concert hall to admit coronavirus patients instead of Eurovision fans	rotterdam's concert hall will admit coronavirus patients instead of eurovision fans	0
Rotterdam concert hall to admit coronavirus patients instead of Eurovision fans	rotterdam concert hall will accept coronavirus patients instead of eurovision fans	0
Rotterdam concert hall to admit coronavirus patients instead of Eurovision fans	rotterdam concert hall will have coronavirus patients admitted instead of eurovision fans	0
Chinese officials try to contain virus outbreak as first case confirmed in the U.S.	Congo declares measles epidemic since it cause more than Ebola.	0
Chinese officials try to contain virus outbreak as first case confirmed in the U.S.	Chinese officials try to contain virus outbreak as first case confirmed in the U.S.	0
Chinese officials try to contain virus outbreak as first case confirmed in the U.S.	New York state ban on flavored e-cigarettes given final approval	0
Analyzing structure of the nipple to understand and fight breast cancer	North Carolina woman gets coronavirus despite staying home for three weeks	0
Analyzing structure of the nipple to understand and fight breast cancer	Analyzing structure of the nipple to understand and fight breast cancer	0
Analyzing structure of the nipple to understand and fight breast cancer	Vaping companies facing European opposition to higher nicotine level	0
IOM suspends some Ebola screening after three aid workers killed in South Sudan	Apps that claim to test moles are missing skin cancers	0
IOM suspends some Ebola screening after three aid workers killed in South Sudan	Swiss may let 5,000 people use marijuana legally for studies	0
IOM suspends some Ebola screening after three aid workers killed in South Sudan	Novartis halts malaria drug trial against COVID-19 amid participant shortfall	0
WHO accuses Tanzania of withholding information about suspected Ebola cases	Even with a pandemic, many older Americans are carrying on as usual	0
WHO accuses Tanzania of withholding information about suspected Ebola cases	Transcendental Meditation technique may helps prevent left ventricular hypertrophy.	0
WHO accuses Tanzania of withholding information about suspected Ebola cases	Swiss may let some citizens use marijuana for studying purposes only	0
GM, Philips to supply 73,000 U.S. ventilators in $1.1 billion effort	Indonesia to keep prescribing two malaria drugs for COVID-19 despite bans in Europe	0
GM, Philips to supply 73,000 U.S. ventilators in $1.1 billion effort	Japan increases testing due to rise in coronavirus infections	0
GM, Philips to supply 73,000 U.S. ventilators in $1.1 billion effort	Toxic byproducts of Agent Orange continue to pollute Vietnam environment	0
Our pupil can follow rhythms that arise in the environment	Patients with food allergies may need mental health support	0
Our pupil can follow rhythms that arise in the environment	our pupil can follow rhythms that form in the environment	0
Our pupil can follow rhythms that arise in the environment	Many older Americans carrying on admist a pandemic	0
China eases restrictions on exports of some coronavirus equipment	HDAC6 inhibitors increase efficacy of immunotherapy in triple-negative breast cancer	0
China eases restrictions on exports of some coronavirus equipment	china eases restrictions on exports of coronavirus equipment	0
China eases restrictions on exports of some coronavirus equipment	Growing up in a high altitude area may lower chronic disease risk	0
Genetic markers can improve screening for osteoporotic fracture risk	Mouth lesions could be a new coronavirus symptom	0
Genetic markers can improve screening for osteoporotic fracture risk	UK did not change criteria to hit 100,000 tests-per-day goal	0
Genetic markers can improve screening for osteoporotic fracture risk	Gates Foundation dedicates $100 million to coronavirus outbreak relief efforts	0
Black and Hispanic children are impacted more severely by coronavirus	High intensity physical activity in early life could help osteoporosis issues later in life	0
Black and Hispanic children are impacted more severely by coronavirus	black and hispanic children are impacted the most by coronaviruses	0
Black and Hispanic children are impacted more severely by coronavirus	black and hispanic children are most impacted by coronavirus	0
Tissue engineering can play an important role during COVID-19 pandemic	tissue engineering may play an important role during the covid-19 pandemic	0
Tissue engineering can play an important role during COVID-19 pandemic	Illinois confirms 5th case of coronavirus in man who traveled to Italy	0
Tissue engineering can play an important role during COVID-19 pandemic	tissue engineering may play an important role during the covid-19 pandemic	0
Shanghai Fashion Week to go ahead online as virus disrupts events	Thailand decides on cruise ship with no coronavirus cases	0
Shanghai Fashion Week to go ahead online as virus disrupts events	Risk of anxiety disorder, associated problems increases drastically in users of high-potency cannabis	0
Shanghai Fashion Week to go ahead online as virus disrupts events	Discovery could offer insight into diseases in African Americans	0
Copper-based nanomaterials can kill cancer cells in mice	copper nanotechnology can kill cancer cells in mice	0
Copper-based nanomaterials can kill cancer cells in mice	nanomaterials containing copper can kill cancer cells in mice	0
Copper-based nanomaterials can kill cancer cells in mice	nanomaterials containing copper can kill cancer cells in mice	0
12 NYPD members have died from suspected cases of coronavirus and nearly 20% of its uniformed workforce is out sick	Chemical pollution could wipe out half of all killer whale populations	0
12 NYPD members have died from suspected cases of coronavirus and nearly 20% of its uniformed workforce is out sick	There has been a 90% increase in Covid-19 cases in US children in the last four weeks	0
12 NYPD members have died from suspected cases of coronavirus and nearly 20% of its uniformed workforce is out sick	Florida Keys says 11th case of mosquito-borne dengue fever	0
First-ever genomic analysis of puberty yields insights into critical areas of human health	for the first time genomic analysis of puberty yields insight into critical areas of human health	0
First-ever genomic analysis of puberty yields insights into critical areas of human health	the first-ever genomic analysis of puberty yields insights into key areas of human health	0
First-ever genomic analysis of puberty yields insights into critical areas of human health	the first-ever genomic analysis of puberty yields insights into vital areas of human health	0
The flu has already killed 10,000 across the US as the world frets over coronavirus	The U.S. flies 338 Americans home from cruise ship, including a few with coronavirus	0
The flu has already killed 10,000 across the US as the world frets over coronavirus	flu has already killed more than 10000 people across the united states as the world rages over coronavirus	0
The flu has already killed 10,000 across the US as the world frets over coronavirus	the flu has already killed 10000 people in the us as the world frets about a deadly virus	0
Walgreens, Rite Aid set minimum age to sell tobacco products at 21 years	Yoga and meditation on the rise among US adults and kids	0
Walgreens, Rite Aid set minimum age to sell tobacco products at 21 years	Rhythmic movement can be coordinated without neuronal interactions between body parts	0
Walgreens, Rite Aid set minimum age to sell tobacco products at 21 years	rite aid has set a minimum age to sell tobacco products at 21 years	0
Most states protect doctors who refuse to do abortions because of religion	most states protect doctors who refuse to do abortions because of religion	0
Most states protect doctors who refuse to do abortions because of religion	Congo declares measles epidemic since it cause more than Ebola.	0
Most states protect doctors who refuse to do abortions because of religion	most states protect doctors who refuse abortions because of religion	0
China wants domestically made baby formula to supply 60% of market	HDAC6 inhibitors increase efficacy of immunotherapy in triple-negative breast cancer	0
China wants domestically made baby formula to supply 60% of market	Stores in central Texas are running out of medical masks due to panic buying	0
China wants domestically made baby formula to supply 60% of market	Sports events around the world hit by coronavirus pandemic	0
Russia says citizen aboard Diamond Princess cruise ship has coronavirus	Less violent behavior seen in teens where spanking is illegal	0
Russia says citizen aboard Diamond Princess cruise ship has coronavirus	Japan expands testing for coronavirus	0
Russia says citizen aboard Diamond Princess cruise ship has coronavirus	russia says its passenger on the diamond princess cruise ship has a coronavirus	0
Kaiser closing many Southern California clinics to slow coronavirus spread	Russian Railways expects coronavirus outbreak to impact freight traffic to Europe	0
Kaiser closing many Southern California clinics to slow coronavirus spread	Discovery could offer insight into different risk of diseases in African Americans	0
Kaiser closing many Southern California clinics to slow coronavirus spread	Chemical pollution could wipe out half of all killer whale populations	0
Black and Asian people in England more likely to die from COVID-19	Black and Asian people in England more likely to die from COVID-19	0
Black and Asian people in England more likely to die from COVID-19	As officials grapple with coronavirus pandemic, more than 8 million Californians are living under shelter-in-place orders	0
Black and Asian people in England more likely to die from COVID-19	New software tool uses AI to recognize cancer cells from digital pathology images	0
Apps that claim to test moles are missing skin cancers	apps that claim to test moles lack skin cancers	0
Apps that claim to test moles are missing skin cancers	Flu broke records for deaths, illnesses in 2017-2018, new CDC numbers show	0
Apps that claim to test moles are missing skin cancers	Advances in artificial intelligence could shed light on aging process	0
Continuous survival of neurons is intrinsically programmed during development	Vaccine for deadly RSV could be on the way	0
Continuous survival of neurons is intrinsically programmed during development	the continuous survival of neurons is intrinsically programmed during development	0
Continuous survival of neurons is intrinsically programmed during development	Chinese tourist in France becomes first to die in Europe of coronavirus	0
Vaping companies facing European opposition to higher nicotine level	Thailand refuses entry to cruise ship with no coronavirus cases	0
Vaping companies facing European opposition to higher nicotine level	High intensity physical activity in early life reduces risk of osteoporosis in later life	0
Vaping companies facing European opposition to higher nicotine level	Mouth lesions could be a new coronavirus symptom	0
Britain urges doctors to step up vigilance after third citizen infected with coronavirus	Unique biomarker in urine may offer non-invasive means of detecting prostate cancer	0
Britain urges doctors to step up vigilance after third citizen infected with coronavirus	As officials grapple with coronavirus pandemic, some Californians are living under shelter-in-place orders.	0
Britain urges doctors to step up vigilance after third citizen infected with coronavirus	People are giving themselves fecal transplants — and blenders are involved	0
New CDC data shows danger of coronavirus for those with diabetes, heart or lung disease, other chronic conditions	Rhythmic movement can be coordinated without neuronal interactions between body parts	0
New CDC data shows danger of coronavirus for those with diabetes, heart or lung disease, other chronic conditions	New CDC data shows danger of coronavirus for those with diabetes, heart or lung disease, other chronic conditions	0
New CDC data shows danger of coronavirus for those with diabetes, heart or lung disease, other chronic conditions	Illinois confirms 5th case of coronavirus in man who traveled to Italy	0
Kids start brushing too late, use too much toothpaste	An injection could someday keep peanut allergies at bay for up to six weeks	0
Kids start brushing too late, use too much toothpaste	Life upended for Americans as the U.S. scrambles to contain coronavirus threat	0
Russia limits rail service with China from Jan. 31 over coronavirus	Newark city officials say filters 97% effective in reducing lead in water	0
Russia limits rail service with China from Jan. 31 over coronavirus	Flu broke records for deaths, illnesses in 2017-2018, new CDC numbers show	0
Russia limits rail service with China from Jan. 31 over coronavirus	High intensity physical activity in early life can prevent osteoporosis in later life	0
Tiny sponges may soak up coronavirus; old steroid dexamethasone saves lives in COVID-19 study	Tiny sponges may soak up coronavirus; old steroid dexamethasone saves lives in COVID-19 study	0
Tiny sponges may soak up coronavirus; old steroid dexamethasone saves lives in COVID-19 study	Novartis halts malaria drug trial against COVID-19 amid participant shortfall	0
Tiny sponges may soak up coronavirus; old steroid dexamethasone saves lives in COVID-19 study	Chinese vaccine could be ready by year-end	0
Britain asks it citizens to help pick fruit and vegetables	Boy, 5, dies of Ebola as outbreak crosses Congo border	0
Britain asks it citizens to help pick fruit and vegetables	EU leaders to hold crisis teleconference to discuss coronavirus	0
Britain asks it citizens to help pick fruit and vegetables	britain is asking citizens to help pick fruits and vegetables	0
Bayer, Orion drug shown to delay spread of prostate cancer	A woman in the US is the first Covid-19 survivor to receive an organ transplant	0
Bayer, Orion drug shown to delay spread of prostate cancer	Newark city officials say filters some amount effective in reducing lead in water	0
Bayer, Orion drug shown to delay spread of prostate cancer	North Carolina woman gets coronavirus despite staying home for three weeks	0
Half of U.S. adults to be obese by 2030 with one in four severely obese	COVID-19 patients learn to walk again at Barcelona hospital	0
Half of U.S. adults to be obese by 2030 with one in four severely obese	Thailand refuses entry to cruise ship with no coronavirus cases	0
Half of U.S. adults to be obese by 2030 with one in four severely obese	U.S. considers allowing certain impurities in hand sanitizer	0
Carefully engineered spike protein can help develop COVID-19 vaccine	South African tobacco firms, associations seek court action over cigarette sales ban	0
Carefully engineered spike protein can help develop COVID-19 vaccine	carefully engineered spike protein could help develop the covid-19 vaccine	0
Carefully engineered spike protein can help develop COVID-19 vaccine	WHO accuses Tanzania of withholding information about suspected Ebola cases	0
Congo Ebola center set on fire after armed attack	Croatia extends lockdown until May 4, begins to consider easing	0
Congo Ebola center set on fire after armed attack	Your heartburn drugs may be giving you allergies	0
Congo Ebola center set on fire after armed attack	Blood cancer patients are more vulnerable to the effects of COVID-19	0
CDC, state health officials investigating link between vaping and severe lung disease	Britain just had a week without coal power for 137 years	0
CDC, state health officials investigating link between vaping and severe lung disease	New CDC data shows danger of coronavirus for those with diabetes, heart or lung disease, other chronic conditions	0
CDC, state health officials investigating link between vaping and severe lung disease	New guidelines on opioid tapering tell doctors to go slow	0
California Governor says hospitals in state can schedule surgeries again	Indonesia to keep prescribing two malaria drugs for COVID-19 despite bans in Europe	0
California Governor says hospitals in state can schedule surgeries again	Paving the way towards some cancer radiation therapy	0
California Governor says hospitals in state can schedule surgeries again	High intensity physical activity in early life can prevent osteoporosis in later life	0
The climate crisis could make it more dangerous to play sports outdoors	Discovery could offer insight into different risk of diseases in African Americans	0
The climate crisis could make it more dangerous to play sports outdoors	Intermittent fasting sheds more weight, but Mediterranean still healthier overall	0
The climate crisis could make it more dangerous to play sports outdoors	Tissue engineering can play an important role during COVID-19 pandemic	0
Coronavirus disrupts China meat imports, food supply during pork shortage	WHO accuses Tanzania of withholding information about suspected Ebola cases	0
Coronavirus disrupts China meat imports, food supply during pork shortage	Flour sold at Aldi recalled after 17 people in 8 states get sick	0
Coronavirus disrupts China meat imports, food supply during pork shortage	Birth control pills are safe most of the time, although there are some side effects	0
People are giving themselves fecal transplants — and blenders are involved	Georgia bans passenger traffic on domestic railway over coronavirus	0
People are giving themselves fecal transplants — and blenders are involved	People are giving themselves fecal transplants — and blenders are involved	0
People are giving themselves fecal transplants — and blenders are involved	People are giving themselves fecal transplants — and blenders are involved	0
Trump curbs travel from Europe as coronavirus disrupts schools, sports	Even with a pandemic, many older Americans are carrying on as usual	0
Trump curbs travel from Europe as coronavirus disrupts schools, sports	A 28-year-old woman is the first Covid-19 survivor to receive a double-lung transplant in the US	0
Trump curbs travel from Europe as coronavirus disrupts schools, sports	Tissue engineering can play an important role during COVID-19 pandemic	0
Less violent behavior seen in teens where spanking is illegal	New York City tattoo store says coronavirus becomes ink design	0
Less violent behavior seen in teens where spanking is illegal	Deadly seal virus could spread faster over the effects of melting Arctic ice	0
Less violent behavior seen in teens where spanking is illegal	there is less violent behavior seen in teens where the spanking is illegal	0
Face masks offer little protection against coronavirus, flu	Stores in central Texas are running out of medical masks due to panic buying	0
Face masks offer little protection against coronavirus, flu	Low diet quality, night eating during pregnancy linked to postpartum weight gain and retention	0
Face masks offer little protection against coronavirus, flu	Weight-based teasing places kids at risk for excess weight and fat gain	0
As coronavirus chaos spreads globally, Trump declares U.S. emergency	Vaccine for deadly RSV could be on the way	0
As coronavirus chaos spreads globally, Trump declares U.S. emergency	CDC, state health officials investigating link between vaping and severe lung disease	0
PTSD in coronavirus survivors, doctors becomes new focus for hospitals across the US	Family behind Purdue Pharma pushed opioid marketing	0
PTSD in coronavirus survivors, doctors becomes new focus for hospitals across the US	Transcendental Meditation technique helps prevent left ventricular hypertrophy	0
PTSD in coronavirus survivors, doctors becomes new focus for hospitals across the US	Coronavirus forces California winery owner, Maine resort general manager to navigate new travel restrictions	0
Mongolia halts all flights from South Korea, blocks entry until March 2	Sick staff result in some cases in Seattle-area nursing homes	0
Mongolia halts all flights from South Korea, blocks entry until March 2	U.K. railway worker dies of coronavirus after man spits on her.	0
Mongolia halts all flights from South Korea, blocks entry until March 2	Even with a pandemic, many older Americans are carrying on as usual	0
The UK just went one week without coal power for the first time in 137 years	the uk has gone without coal power for the first time in 137 years	0
The UK just went one week without coal power for the first time in 137 years	Congo declares measles epidemic after it kills more than Ebola	0
The UK just went one week without coal power for the first time in 137 years	New swine flu in China could morph to cause human pandemic	0
Growing up in a high altitude area may lower chronic disease risk	growing up in a high altitude region may reduce chronic disease risk	0
Growing up in a high altitude area may lower chronic disease risk	IOM suspends some Ebola screening after three aid workers killed in South Sudan	0
Growing up in a high altitude area may lower chronic disease risk	Despite their safety, birth control pills are associated with several side effects	0
There has been a 90% increase in Covid-19 cases in US children in the last four weeks	FDA approves Bristol-Myers multiple sclerosis drug, withholding launch due to coronavirus	0
There has been a 90% increase in Covid-19 cases in US children in the last four weeks	Pfizer to outsource some drug production, focus on coronavirus vaccine	0
There has been a 90% increase in Covid-19 cases in US children in the last four weeks	High intensity physical activity in early life can prevent osteoporosis in later life	0
Texas baby weighs nearly 15 pounds at birth, breaking hospital record	Fasting-mimicking diet plus vitamin C could be effective at treating some cancer types	0
Texas baby weighs nearly 15 pounds at birth, breaking hospital record	Texas baby weighs nearly 15 pounds at birth, breaking hospital record	0
Texas baby weighs nearly 15 pounds at birth, breaking hospital record	Mongolia halts all flights from South Korea, blocks entry until March 2	0
Drinking with certain drugs tied to fall risk for seniors	L.A. suspends all farmers markets to slow coronavirus spread	0
Drinking with certain drugs tied to fall risk for seniors	U.S. temporarily to allow certain impurities in hand sanitizer	0
Drinking with certain drugs tied to fall risk for seniors	Rabid raccoon attack in Washington, D.C. neighborhood	0
Massachusetts resident contracts rare tick-borne illness that can cause brain infection, death	a massachusetts resident contracted a rare tick-borne illness which can cause brain numbness death or brain damage	0
Massachusetts resident contracts rare tick-borne illness that can cause brain infection, death	a massachusetts resident has a rare tick-borne illness which can cause brain infections death	0
Massachusetts resident contracts rare tick-borne illness that can cause brain infection, death	China eases restrictions on exports of some coronavirus equipment	0
Tyson Foods recalls more than 190,000 pounds of chicken fritters shipped nationwide	Rhythmic movement can be coordinated without neuronal interactions between body parts	0
Tyson Foods recalls more than 190,000 pounds of chicken fritters shipped nationwide	Massachusetts resident contracts rare tick-borne illness that can cause brain infection, death	0
Tyson Foods recalls more than 190,000 pounds of chicken fritters shipped nationwide	U.S. FDA approves Bristol-Myers MS drug, launch delayed due to coronavirus	0
Chinese vaccine could be ready by year-end	High intensity physical activity in early life can prevent osteoporosis in later life	0
Chinese vaccine could be ready by year-end	the chinese vaccine may be ready by the end of the year	0
Chinese vaccine could be ready by year-end	U.S. coal miners discouraged by black lung meeting with McConnell	0
Johnson & Johnson wins U.S. FDA approval for bladder cancer drug	Bulgaria reports bird flu outbreak on two farms in south	0
Johnson & Johnson wins U.S. FDA approval for bladder cancer drug	For 10 years, a chemical not EPA approved was in their drinking water	0
Johnson & Johnson wins U.S. FDA approval for bladder cancer drug	Doctor explains why swabs unnecessary for patients who would die anyway	0
Hookah smokers inhale toxic chemicals that may harm the heart	High intensity physical activity in early life could help osteoporosis issues later in life	0
Hookah smokers inhale toxic chemicals that may harm the heart	Namibia suspends meat imports from South Africa over foot and mouth disease	0
Hookah smokers inhale toxic chemicals that may harm the heart	An injection could someday keep peanut allergies at bay for up to six weeks	0
New technique offers high-resolution 3D view inside tumors	WHO accuses Tanzania of withholding information about suspected Ebola cases	0
New technique offers high-resolution 3D view inside tumors	WHO accuses Tanzania of withholding information about suspected Ebola cases	0
New technique offers high-resolution 3D view inside tumors	Flu broke records for deaths, illnesses in 2017-2018, new CDC numbers show	0
Exposure to airborne metal pollutants linked with greater risk of mortality	FDA proposes mammogram guideline changes for the first time in decades	0
Exposure to airborne metal pollutants linked with greater risk of mortality	Britain just had a week without coal power for 137 years	0
Exposure to airborne metal pollutants linked with greater risk of mortality	Stores in central Texas are running out of medical masks due to panic buying	0
Host-cell enzymes vital for inhibiting mutant forms of coronavirus	Novel method for selecting the best drug therapy for cancer	0
Host-cell enzymes vital for inhibiting mutant forms of coronavirus	Bulgaria reports bird flu outbreak on two farms in south	0
Host-cell enzymes vital for inhibiting mutant forms of coronavirus	Flour sold at Aldi recalled after 17 people in 8 states get sick	0
One in 10 Covid-19 patients with diabetes die within a week	Greece confirms first coronavirus case, a woman back from Milan	0
One in 10 Covid-19 patients with diabetes die within a week	one in 10 patients with covid-19 diabetes dies within a week	0
One in 10 Covid-19 patients with diabetes die within a week	one in 10 patients with covid-19 diabetes dies in one week	0
New York state ban on flavored e-cigarettes given final approval	Thailand refuses entry to cruise ship with no coronavirus cases	0
New York state ban on flavored e-cigarettes given final approval	Japanese animal ventilator manufacturer benefits from increased production of human coronavirus patients	0
New York state ban on flavored e-cigarettes given final approval	Bayer, Orion drug shown to delay spread of prostate cancer	0
Patients with food allergies may need mental health support	There is some relationship between low quality of diet and night eating during pregnancy and postpartum weight gain and maintenance.	0
Patients with food allergies may need mental health support	Thailand says it expects coronavirus vaccine next year after tests in mice	0
Patients with food allergies may need mental health support	Chinese tourist dies of coronavirus in France, first death in Europe	0
Sports events around the world hit by coronavirus pandemic	WHO postpones decision on declaring China coronavirus a global health emergency	0
Sports events around the world hit by coronavirus pandemic	Illinois confirms 5th case of coronavirus in man who traveled to Italy	0
Sports events around the world hit by coronavirus pandemic	Despite their safety, birth control pills are associated with several side effects	0
Indonesia to keep prescribing two malaria drugs for COVID-19 despite bans in Europe	Mongolia halts all flights from South Korea, blocks entry until March 2	0
Indonesia to keep prescribing two malaria drugs for COVID-19 despite bans in Europe	For 10 years, a chemical not EPA approved was in their drinking water	0
Indonesia to keep prescribing two malaria drugs for COVID-19 despite bans in Europe	Vaccine for cold could be in the works	0
New quantitative biomarker helps assess quality of corneal cells	New technique offers high-resolution 3D view inside tumors	0
New quantitative biomarker helps assess quality of corneal cells	In the shadow of Ebola and Covid-19, measles rips through Congo	0
New quantitative biomarker helps assess quality of corneal cells	a new quantitative biomarker helps assess corneal tissue quality	0
New swine flu in China could morph to cause human pandemic	the swine flu could grow to be a human pandemic in china	0
New swine flu in China could morph to cause human pandemic	Discovery could offer insight into different risk of diseases in African Americans	0
New swine flu in China could morph to cause human pandemic	North Carolina woman gets coronavirus despite staying home for three weeks	0
Boy, 5, dies of Ebola as outbreak crosses Congo border	Blood cancer patients are more vulnerable to the effects of COVID-19	0
Boy, 5, dies of Ebola as outbreak crosses Congo border	Continuous survival of neurons is intrinsically programmed during development	0
Boy, 5, dies of Ebola as outbreak crosses Congo border	boy 5 dies of ebola as it crosses the congo border	0
As officials grapple with coronavirus pandemic, some Californians are living under shelter-in-place orders.	Conjoined twins return home after lifesaving surgery in Australia	0
As officials grapple with coronavirus pandemic, more than 8 million Californians are living under shelter-in-place orders	WHO accuses Tanzania of withholding information about suspected Ebola cases	0
As officials grapple with coronavirus pandemic, more than 8 million Californians are living under shelter-in-place orders	as officials grapple with the coronavirus pandemic more than 8 million californians are living in shelter-in-place orders	0
As officials grapple with coronavirus pandemic, more than 8 million Californians are living under shelter-in-place orders	Experts review evidence yoga is good for the brain	0
New guidelines on opioid tapering tell doctors to go slow	Black lung meeting with McConnell was disappointing for U.S. coal miners	0
New guidelines on opioid tapering tell doctors not to rush	Chemical pollution could wipe out half of all killer whale populations	0
New guidelines on opioid tapering tell doctors to go slow	new guidelines on opioid tapering tell doctors to go slowly	0
New guidelines on opioid tapering tell doctors to go slow	Tiny sponges may soak up coronavirus; old steroid dexamethasone saves lives in COVID-19 study	0
Unique biomarker in urine may offer non-invasive means of detecting prostate cancer	Affordable and easy-to-use emergency ventilator developed for COVID-19 patients	0
Unique biomarker in urine might offer non-invasive means of detecting prostate cancer.	Pfizer to focus on coronavirus vaccine	0
Unique biomarker in urine may offer non-invasive means of detecting prostate cancer	Shanghai Fashion Week to go ahead online as virus disrupts events	0
Unique biomarker in urine may offer non-invasive means of detecting prostate cancer	a new biomarker found in urine could offer a non-invasive way of detecting prostate cancer	0
COVID-19 in UK care homes coming under control	Sick staff fueled outbreak in Seattle-area nursing homes	0
COVID-19 in UK nursing homes may be getting under control	Georgia suspends passenger traffic on domestic railroads due to coronavirus	0
COVID-19 in UK care homes coming under control	COVID-19 in UK care homes coming under control	0
COVID-19 in UK care homes coming under control	COVID-19 in UK care homes coming under control	0
10 popular masks on Amazon	Massachusetts resident contracts rare tick-borne illness that can cause brain infection, death	0
10 popular face masks everyone is buying on Amazon	Stores in central Texas are running out of medical masks after possible case of coronavirus reported	0
10 popular face masks everyone is buying on Amazon	In the shadow of Ebola and Covid-19, measles rips through Congo	0
10 popular face masks everyone is buying on Amazon	First-ever genomic analysis of puberty yields insights into critical areas of human health	0
Hospitals doing elective surgery despite COVID-19 risk, short supplies	Tissue engineering can play an important role during COVID-19 pandemic	0
Hospitals doing elective surgery under COVID-19 risk, short supplies	Croatia extends lockdown until May 4, begins to consider easing	0
Hospitals doing elective surgery despite COVID-19 risk, short supplies	Flu broke records for deaths, illnesses in 2017-2018, new CDC numbers show	0
Hospitals doing elective surgery despite COVID-19 risk, short supplies	Chinese officials try to contain virus outbreak as first case confirmed in the U.S.	0
Philippines declares national emergency after  some people contract Dengue fever.	Texas baby weighs nearly 15 pounds at birth, breaking hospital record	0
